Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2025-01-30 09:30:00-05:00,237.30999755859375,237.9499969482422,234.5500030517578,235.35000610351562,8064579,0.0,0.0,AMZN
2025-01-30 10:30:00-05:00,235.36000061035156,235.8800048828125,232.22000122070312,233.97000122070312,5352881,0.0,0.0,AMZN
2025-01-30 11:30:00-05:00,233.97000122070312,235.75,233.4600067138672,234.36000061035156,2704713,0.0,0.0,AMZN
2025-01-30 12:30:00-05:00,234.3699951171875,234.94000244140625,234.13870239257812,234.72000122070312,1511704,0.0,0.0,AMZN
2025-01-30 13:30:00-05:00,234.75999450683594,235.74000549316406,234.6699981689453,235.0,1803417,0.0,0.0,AMZN
2025-01-30 14:30:00-05:00,235.0,236.20889282226562,234.89439392089844,235.94149780273438,2089574,0.0,0.0,AMZN
2025-01-30 15:30:00-05:00,235.94000244140625,236.19500732421875,234.33999633789062,234.60000610351562,3495119,0.0,0.0,AMZN
2025-01-31 09:30:00-05:00,236.59500122070312,239.72999572753906,236.46499633789062,238.13499450683594,9000138,0.0,0.0,AMZN
2025-01-31 10:30:00-05:00,238.11000061035156,239.47999572753906,238.10000610351562,238.8249969482422,3564819,0.0,0.0,AMZN
2025-01-31 11:30:00-05:00,238.82000732421875,239.83999633789062,238.5800018310547,239.82000732421875,2638717,0.0,0.0,AMZN
2025-01-31 12:30:00-05:00,239.83999633789062,240.2899932861328,239.10000610351562,239.6300048828125,2798640,0.0,0.0,AMZN
2025-01-31 13:30:00-05:00,239.57000732421875,239.63499450683594,237.9499969482422,238.51499938964844,2684278,0.0,0.0,AMZN
2025-01-31 14:30:00-05:00,238.5,238.77999877929688,236.92999267578125,237.1999969482422,2848783,0.0,0.0,AMZN
2025-01-31 15:30:00-05:00,237.22000122070312,238.3000030517578,237.0,237.58999633789062,3892777,0.0,0.0,AMZN
2025-02-03 09:30:00-05:00,234.05999755859375,238.3000030517578,232.89999389648438,235.27000427246094,13664296,0.0,0.0,AMZN
2025-02-03 10:30:00-05:00,235.27999877929688,238.0500030517578,234.77999877929688,237.12930297851562,5017433,0.0,0.0,AMZN
2025-02-03 11:30:00-05:00,237.14089965820312,239.24989318847656,236.8000030517578,238.53660583496094,3431610,0.0,0.0,AMZN
2025-02-03 12:30:00-05:00,238.54559326171875,238.57310485839844,237.2899932861328,238.231201171875,2609945,0.0,0.0,AMZN
2025-02-03 13:30:00-05:00,238.25999450683594,238.5500030517578,237.48500061035156,237.9949951171875,2371931,0.0,0.0,AMZN
